,Anger_Input,Sadness_Input,Fear_Input,Joy_Input,Disgust_Input,userId,username,userGroup,userLoginTime,inputTime,inputText,word_count,website,emoji,polarity,subjectivity
3181,0.041712747,0.011263859,0.056123814,0.0368036,0.054426885,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-00-00-00,i would love to see everyone from green and not in scrubs for the last few times before i run off across the bridge grinning face with big eyes we were thinking to book a table at websters bar opposite station so please invite anyone i have missed since i m socially awkward and don t have everyone as a friend on,62,,[],-0.071428571,0.30952381
3183,0.029041948,0,0.002195541,0.05160298,0.046407357,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-00-00-00,hey gang me and are a little get together for a lovely night out,14,,[],0.15625,0.625
3185,0.001237782,0.000959402,0,0.057481862,0.008353394,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-00-00-00,see you later and dreams,5,,[],0,0
3187,0.008680385,0,0,0.031103793,0.011504621,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-00-00-00,green with envy,3,,[],-0.2,0.3
3189,0.076642436,0.017261793,0.069057847,0.038455855,0.078732223,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-01-00-00,we would love to see everyone from green and not in scrubs for the last time before i run off across the bridge grinning face with big eyes we were thinking to book a table at websters bar opposite station so please invite anyone i have missed since i m socially awkward and don t have everyone as a friend on,61,,[],-0.05,0.344444444
3191,0.024717105,0.000578663,0.002036216,0.053325902,0.043435103,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-01-00-00,hey gang i are a get together for a lovely night out,12,,[],0.5,0.75
3193,0.008680385,0,0,0.031103793,0.011504621,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-01-00-00,green with envy,3,,[],-0.2,0.3
3195,0.017387459,0.003288587,0.031422042,0.098993665,0.024761398,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-03-00-00,getting picked up in the morning,6,,[],0,0
3197,0.006096968,0.02973934,0.016317407,0.03272729,0.008746599,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-06-00-00,just got back from bream after a sleep,8,,[],0,0
3199,0.034964688,0.146029881,0.086519383,0.004777749,0.033788084,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-06-00-00,yeah struggling too,3,,[],0,0
3201,0.055572663,0.211458503,0.13114489,0,0.042150266,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-06-00-00,cold and sleepy,3,,[],-0.6,1
3203,0.003139079,0.009321983,0.003516466,0.024681236,0.009050391,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-08-00-00,your name was on the list,6,,[],0,0
3205,0.036158021,0.017087269,0.073751403,0.009846536,0.038256526,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-08-00-00,did i just see you go to,7,,[],0,0
3207,0.013896067,0.015969241,0.039863243,0.049352236,0.015623655,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-10-00-00,it seemed to have lingered forever but luckily we had enough time to do breaks,15,,[],0.166666667,0.666666667
3209,0.007868098,0.0064753,0.050546912,0.03660024,0.014803724,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-10-00-00,actually just hopped into bed,5,,[],0,0.1
3211,0.103651171,0.124520323,0.105144458,0,0.067475163,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-10-00-00,in the middle of night shifts,6,,[],0,0
3213,0.007171828,0.034230253,0.016456304,0.015096018,0.00560535,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-10-00-00,looking forward to sleeping,4,,[],0,0
3215,0.009924531,0.000831233,0.002589089,0.114642142,0.031330418,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-19-00-00,glad you enjoyed your time there,6,,[],0.5,0.85
3217,0.027392048,0.008116693,0.031590111,0.090117131,0.037653864,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-19-00-00,out of cats panel show,5,,['cat'],0,0
3219,0.015042161,0.009013288,0.03436964,0.028157186,0.019822342,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-21-00-00,he almost got scammed once but luckily he asked me before submitting anything,13,,[],0.333333333,0.833333333
3221,0.110045797,0.052377116,0.048582687,0.001343036,0.073484641,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-21-00-00,and here i thought our parents said to not believe everything we see on the,15,,[],0,0
3223,0.10134214,0.324599965,0.246838629,0.006753115,0.089090156,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-21-00-00,i am so scared something similar will happen with my dad,11,,[],0,0.4
3225,0.112790341,0.318809936,0.273474777,0.002556892,0.095454836,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-21-00-00,i cant imagine how much anxiety this is causing him,10,,[],0.2,0.2
3227,0.013016752,0.01521253,0.030005255,0.033834802,0.024347651,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-21-00-00,he doubts his so it makes him a bit more gullible,11,,[],0.5,0.5
3229,0.04709984,0.134296849,0.041190065,0,0.034521018,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-21-00-00,and afraid people will take advantage of that,8,,[],-0.6,0.9
3231,0.031132835,0.080010868,0.073095571,0.008453079,0.029967118,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-21-00-00,and sure your dad will be extra careful now,9,,[],0.133333333,0.662962963
3233,0.049116525,0.004515819,0.002157837,0.030567483,0.029727049,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-21-00-00,yeah you done all the appropriate,6,,[],0.5,0.5
3235,0.04959042,0.203275674,0.138073823,0.008465264,0.049295411,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-21-00-00,goodness me i cant believe it,6,,[],0,0
3237,0.056077553,0.217332862,0.120526195,0.006004106,0.051974757,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-21-00-00,i hope it never happens again,6,,[],0,0
3239,0.006514672,0.023507859,0.008397063,0.058237859,0.009926261,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-21-00-00,so things should be fine,5,,[],0.416666667,0.5
3241,0.088137418,0.303957718,0.131111087,0.001391482,0.072335463,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-21-00-00,i feel mad and sad,5,,[],-0.5625,1
3243,0.007042054,0.014435172,0.001919706,0.034509253,0.013884497,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-04-21-00-00,but its done now,4,,[],0,0
3245,0.003004094,0.000393726,0.000994994,0.076087,0.010373096,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-05-00-00-00,thanks honey you have yourself a good sleep,8,,[],0.45,0.4
3247,0.001899068,0.009335418,0.001819107,0.178324641,0.002698676,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-05-00-00-00,love you so much,4,,[],0.35,0.4
3249,0.007022531,0.000937288,0.01776272,0.043285508,0.010807959,19g6akmuqic77,bit21927,FrankKeyboard,2021-03-30-01-58-06,2021-04-05-08-00-00,i like one the most,5,,[],0.5,0.5
3251,0.064816767,0.085604989,0.032520672,0,0.045402696,19g6akmuqswe2,letter05414,Keyboard,2021-03-30-02-02-01,2021-03-30-03-00-00,exactly how limited does limited supervision mean,7,,[],-0.051339286,0.305803571
3253,0.046624097,0.177883533,0.101706414,0.006460416,0.039681835,19g6akmuqswe2,letter05414,Keyboard,2021-03-30-02-02-01,2021-03-30-03-00-00,is it better to keep our little ones at home,10,,[],0.15625,0.5
3255,0.005272169,0.000516455,0.002772779,0.084294681,0.017102849,19g6akmuqxxhr,discovery72316,Keyboard,2021-03-30-02-02-11,2021-03-30-02-00-00,feeling alright,2,,[],0,0
3257,0.009517042,0.052103104,0.02569385,0.01293543,0.014203078,19g6akmuqxxhr,discovery72316,Keyboard,2021-03-30-02-02-11,2021-03-30-07-00-00,well will prob only be,5,,[],0,1
3259,0.017800755,0.004160026,0.032209724,0.056192461,0.021162389,19g6akmuqxxhr,discovery72316,Keyboard,2021-03-30-02-02-11,2021-03-30-07-00-00,onto baking number,3,,[],0,0
3261,0.016841182,0.015322362,0.064513561,0.016582821,0.019035624,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-03-30-02-00-00,how did your race go will,6,,[],0,0
3263,0.027852848,0.022402583,0.096413598,0.059314375,0.035802068,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-03-30-15-00-00,i went for a run legs felt crap but glad i got out of bed and did something tried win breathing for the first time at home,27,,[],0.1875,0.633333333
3265,0.010251425,0.001195803,0.009223194,0.072368781,0.034843722,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-03-30-15-00-00,no worries grinning face with big eyes we can make it if youd like more leeway,16,,[],0.25,0.3
3267,0.010018947,0,0.000921188,0.037332298,0.015143248,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-03-30-15-00-00,hand medium skin tone,4,,[],0,0
3269,0,0,0,0.079362233,0.005010768,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-03-30-22-00-00,happy birthday grinning face with big eyes,7,,[],0.4,0.55
3271,0.057789666,0.141136469,0.090880635,0,0.039235561,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-03-30-22-00-00,me took sleepy face sleepy face,6,,[],0,0
3273,0.073810804,0.084624676,0.151504635,0.005468797,0.060898294,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-03-31-11-00-00,is that why my back is face with rolling eyes,10,,[],0,0
3275,0.036516206,0.06798142,0.076670509,0.018381796,0.030593609,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-03-31-15-00-00,surgery is and not a fix,6,,[],0,0
3277,0.002904201,0.003462183,0.030658514,0.055039012,0.016596697,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-03-31-16-00-00,th grinning face with big eyes,6,,[],0,0.1
3279,0.015086734,0.003611099,0.007140899,0.082477804,0.01963897,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-03-31-20-00-00,dinner sleep in possible work lunch with pop,8,,[],0,1
3281,0.050994504,0.083502923,0.041556659,0.014223999,0.04427062,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-04-01-00-00-00,sending heath and an tomorrow regarding and,7,,[],0,0
3283,0.02443844,0.001907843,0.020233786,0.036025075,0.031273006,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-04-01-00-00-00,you coming to work tomorrow,5,,[],0,0
3285,0.01723195,0.046859511,0.036416283,0.006912881,0.009870601,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-04-01-00-00-00,want to come to raceway on,6,,[],0,0
3287,0.063435781,0.08671081,0.035327467,0.001880994,0.047065413,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-04-01-10-00-00,i was and was running behind and he had a break so i asked him to start my next one and then he had a lot of excuses but did it and then i started his next one and then at the end of the day he said you stitched me up you t do anything in the min you had with my client,64,,[],-0.133333333,0.233333333
3289,0.050604804,0.01493576,0.04707505,0.015562397,0.045195304,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-04-01-10-00-00,and said has gone full time and both and jade have been asking for ages for,16,,[],0.35,0.55
3291,0.000515442,0.000644303,0.007441698,0.080454422,0.005227542,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-04-01-10-00-00,i hope you re feeling better though grinning face with big eyes,12,,[],0.25,0.3
3293,0.046896681,0.008258777,0.01745786,0.070805493,0.02911809,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-04-01-10-00-00,rio medical spiro chester and precooled all the,8,,[],0,0
3295,0.12354698,0.024474018,0.040155128,0.02914027,0.064281454,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-04-01-10-00-00,ill send you my before i off if you like,10,,[],-0.5,1
3297,0.243948679,0.032275252,0.045541195,0.01153488,0.168690591,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-04-01-10-00-00,he was a prick again,5,,[],0,0
3299,0.008249618,0,0.00326002,0.025445287,0.016832692,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-04-01-10-00-00,i know i know a,5,,[],0,0
3301,0.018480658,0.021832608,0.062569018,0.040119318,0.021218449,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-04-01-14-00-00,but honestly i want to quit if it stays like this so i don t mind if i get fired as a result rolling on the floor laughing,28,,[],0.6,0.9
3303,0.038224819,0.130755477,0.035182353,0,0.027989705,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-04-01-14-00-00,i know not perfect,4,,[],-0.5,1
3305,0.004502637,0.001988159,0.015838416,0.024599666,0.027088805,19g6akmur99v0,necessary04230,Frank,2021-03-30-02-10-32,2021-04-01-15-00-00,any qs grinning face with big eyes,7,,[],0,0.1
3307,0.050312955,0.25022362,0.105350036,0.003372495,0.04894075,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-03-31-10-00-00,it seems i am unlikely to get the role as they can t afford me,15,,[],-0.5,0.5
3309,0.029031486,0.008864025,0.068571016,0.114600204,0.031395904,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-03-31-10-00-00,i had an interview for a job,7,,[],0,0
3311,0.008546439,0.001776302,0.018136408,0.140326643,0.02314175,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-03-31-16-00-00,got out of the house and went on a refreshing walk,11,,[],0.5,1
3313,0.000458159,0.000438846,0.000826062,0.093619544,0.004220119,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-03-31-16-00-00,it s so nice being in nature,7,,[],0.6,1
3315,0,0.00379571,0.006020782,0.127514865,0,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-03-31-20-00-00,i hung out with my family and while watching a movie with them i felt blessed,16,,[],0,0
3317,0.005147667,0.000996589,0.011790504,0.083643558,0.013946343,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-03-31-20-00-00,i felt productive but also i took time out to relax and be in nature,15,,[],0,0
3319,0.006708012,0.001217393,0.00841634,0.123728983,0.020934424,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-01-09-00-00,slow morning i will start with some exercise and a shower and then head off to my friend s house,20,,[],-0.3,0.4
3321,0.005103236,0.000799342,0.006921676,0.12797316,0.014209682,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-01-13-00-00,having a great day hanging with friends and eating delicious food,11,,[],0.9,0.875
3323,0.002625923,0,0.001100049,0.093610458,0.00631641,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-01-17-00-00,sat with my friend and talked about everything and anything,10,,[],0,0
3325,0,0,0,0.169329529,0,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-01-17-00-00,loved spending time with her,5,,[],0.7,0.8
3327,0,0,0,0.185640793,0,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-01-21-00-00,ending the day spending time with my niece and nephew,10,,[],0,0
3329,0.004518544,0.000868002,0.003291504,0.207681273,0.013960064,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-01-21-00-00,had a good day hanging with friends and family,9,,[],0.7,0.6
3331,0.003498647,0.000630496,0.002481561,0.185323998,0.010660994,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-01-21-00-00,loved chatting with my friends and relaxing,7,,[],0.7,0.8
3333,0.006130669,0.001539367,0.008047591,0.147808862,0.020095686,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-01-21-00-00,chilled out and happy watching a movie,7,,[],0.8,1
3335,0.102987307,0.354371115,0.259146758,0.000485225,0.088900517,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-02-10-00-00,i woke up with a headache and just overall not feeling the best this morning,15,,[],0.5,0.15
3337,0.00505596,0.000846855,0.003482565,0.203102459,0.015177461,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-02-17-00-00,feeling much better after going for a walk and having lunch with the family and cousins,16,,[],0.5,0.5
3339,0.035108613,0.182226024,0.05461535,0.072268964,0.040004492,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-02-21-00-00,i finished the day at my friends business opening and my heart is so full for her and all she has,21,,[],0.35,0.55
3341,0.003170212,0.000893867,0.010028025,0.114408414,0.006627092,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-02-21-00-00,lots of people lots of couples but also lots of friends,11,,[],0,0
3343,0.008028574,0.001542911,0.008694158,0.161451199,0.022820616,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-03-08-00-00,a bit tired this morning but glad i am going for a walk with a friend,16,,[],0.05,0.85
3345,0.011289883,0.005050807,0.02314605,0.135508774,0.024168731,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-03-17-00-00,nice walk with a friend and then saw some friends at a market,13,,[],0.6,1
3347,0.068043283,0.2752932,0.115751952,0.001088019,0.058929854,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-03-20-00-00,i went for a nice walk and saw friends at the markets but felt lonely and bored,17,,[],0,0.9
3349,0.155676026,0.115437866,0.144005169,0,0.117796243,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-03-20-00-00,i am not liking how i am communicating with tamer,10,,['cat'],0,0
3351,0.000689191,0.000936294,0.005711511,0.161642361,0.003970668,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-03-20-00-00,i then saw my family and had a nice night,10,,[],0.6,1
3353,0.06620742,0.237375938,0.145171438,0.002906867,0.060687069,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-03-20-00-00,today was a mixed day,5,,[],0,0.25
3355,0.00310958,0.004054346,0.011960779,0.089699815,0.008493122,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-04-10-00-00,started the day with mass which i helped to bring me to a state of calmness,16,,[],0,0
3357,0.005282197,0.000858853,0.007794266,0.108668719,0.014668959,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-04-13-00-00,having a lazy morning after waking up very early,9,,[],-0.06,0.695
3359,0.029522155,0.002086785,0.002554649,0.044332041,0.028053634,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-04-13-00-00,having a session,3,,[],0,0
3361,0.001268651,0.001986728,0.016332363,0.125344937,0.004374934,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-04-17-00-00,hanging out with the nephew he makes me laugh but also patience,12,,[],0.3,0.1
3363,0.004059564,0.00068913,0.008407897,0.095659766,0.010243624,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-04-21-00-00,went on a run and spending quality time after playing games and talking together,14,,[],0,0
3365,0.00832305,0.00109661,0.004066656,0.115354982,0.023011191,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-04-21-00-00,ending off with a coffee and kitchen chats,8,,[],0,0
3367,0.000686256,0.000883763,0.007083988,0.167873914,0.003395957,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-04-21-00-00,having a fun time with my nephew,7,,[],0.3,0.2
3369,0.079692723,0.233119102,0.160764929,0,0.073800172,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-05-12-00-00,not feeling very energetic,4,,[],0.65,0.65
3371,0.010166088,0.002383198,0.01515518,0.050477164,0.0183244,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-05-12-00-00,just chilling on the couch,5,,[],-0.5,0.9
3373,0.091429742,0.178727667,0.084074942,0,0.060115286,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-05-12-00-00,having a very slow day,5,,[],-0.39,0.52
3375,0.011286067,0.003565641,0.036723502,0.069202909,0.015501861,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-05-17-00-00,still taking it really easy but i washed my hair and did a workout and made lunch so i did something,21,,[],0.433333333,0.833333333
3377,0,0.002524935,0.004005069,0.115710206,0,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-05-21-00-00,i have so many great things in my life and i need to appreciate them more,16,,[],0.6,0.583333333
3379,0,0.008134382,0.012902813,0.098633985,0,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-05-21-00-00,had a call with my friends from and through that i how blessed i am,15,,[],0,0
3381,0.003265607,0.000598102,0.001125143,0.066655565,0.009808264,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-05-21-00-00,very relaxed and lazy day,5,,[],-0.025,0.65
3383,0.015302191,0.053681694,0.031496011,0.031718648,0.022838566,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-06-10-00-00,just woke up and about to head off on a walk,11,,[],0,0
3385,0.007796298,0.001901968,0.006260367,0.165542562,0.024353793,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-06-10-00-00,feeling good and positive,4,,[],0.463636364,0.572727273
3387,0.004415513,0.000749119,0.005546873,0.187055662,0.013288869,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-06-13-00-00,i had a lovely walk and then out with the niece and nephew at putt putt golf,17,,[],0.5,0.75
3389,0.008066754,0.001140243,0.02464881,0.059497795,0.01419481,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-06-17-00-00,booked a night away with the girls for may,9,,[],0,0
3391,0.006580302,0.001173803,0.002951776,0.109036131,0.020892012,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-06-17-00-00,very chilled and easy going,5,,[],0.316666667,0.566666667
3393,0.00442975,0.001775935,0.00244863,0.117554115,0.017522355,19g6akmw3lbhe,father54833,Frank,2021-03-31-00-45-32,2021-04-06-17-00-00,hanging out with the fam,5,,[],0,0
3395,0.031134071,0.017593748,0.051829962,0.066685221,0.041161961,19g6akmw3mnh8,recognize29914,Keyboard,2021-03-31-02-03-50,2021-03-31-02-00-00,carter these are the ones you through out because you thought they were dairy free rolling on the floor laughing,20,,[],0.4,0.8
3397,0.101578269,0.091619739,0.051642344,0.000649631,0.090128932,19g6akmw3mnh8,recognize29914,Keyboard,2021-03-31-02-03-50,2021-03-31-11-00-00,we are at a funeral today so i cant pop it out for you at the moment however what is your phone number,23,,[],0,0
3399,0.027733464,0.000826749,0.003303629,0.06754537,0.019678736,19g6akmw3mnh8,recognize29914,Keyboard,2021-03-31-02-03-50,2021-03-31-11-00-00,however if we are back home before i can go past work and do that for you,17,,[],-0.125,0.125
3401,0.126162801,0.013662304,0.022814282,0.056346829,0.090039269,19g6akmw3mnh8,recognize29914,Keyboard,2021-03-31-02-03-50,2021-03-31-11-00-00,if we are back home before i can go past work and do that for you today,17,,[],-0.125,0.125
3403,0.033340246,0.085556751,0.08109448,0.013150509,0.035737407,19g6akmw3mnh8,recognize29914,Keyboard,2021-03-31-02-03-50,2021-03-31-11-00-00,carter don t worry it seems lots of people mistake it for that too,14,,[],0,0
3405,0.005645516,0.003608142,0.027448959,0.063279344,0.019899645,19g6akmw3mnh8,recognize29914,Keyboard,2021-03-31-02-03-50,2021-03-31-11-00-00,ill be in touch grinning face with big eyes thanks emma,11,,[],-0.1,0.433333333
3407,0.062783204,0.326311372,0.140407505,0.001596322,0.058109289,19g6akmw3mnh8,recognize29914,Keyboard,2021-03-31-02-03-50,2021-03-31-11-00-00,hi i am so sorry i didnt see your message yesterday,11,,[],-0.5,1
3409,0.001771993,0.002192279,0.015240273,0.058021336,0.0208248,19g6akmw3mnh8,recognize29914,Keyboard,2021-03-31-02-03-50,2021-03-31-12-00-00,grinning face with big eyes grinning face with big eyes grinning face with big eyes,15,,[],0,0.1
3411,0.000259874,0.000222749,0.005902853,0.119610984,0,19g6akmw3mnh8,recognize29914,Keyboard,2021-03-31-02-03-50,2021-03-31-12-00-00,gifts with balloons,3,,[],0,0
3413,0.039494336,0.017767477,0.028023256,0.006277076,0.026267362,19g6akmw63wo9,using75905,Keyboard,2021-03-31-02-00-24,2021-03-31-02-00-00,hello this is a very basic looking keyboard cat,9,,['cat'],0,0.1625
3415,0.014476144,0.003973269,0.036022788,0.065567441,0.022433642,19g6akmw63wo9,using75905,Keyboard,2021-03-31-02-00-24,2021-03-31-08-00-00,hi guys knowing this pay is short don t worry about sending rent money to me grocery,17,,[],0,0.3
3417,0.105188759,0.048932975,0.133777907,0.031610647,0.095029713,19g6akmw63wo9,using75905,Keyboard,2021-03-31-02-00-24,2021-03-31-11-00-00,luna shower cap and gloves and anti puke jade preventer garbage bags print and forms to for hall night high volume projectile vomit poop no blood bandicoot carpet cleaning bed house carpet clean and,34,,[],0.263333333,0.62
3419,0.042480405,0.003791449,0.006429422,0.039510099,0.042722736,19g6akmw63wo9,using75905,Keyboard,2021-03-31-02-00-24,2021-03-31-11-00-00,shop move in date kiosk cole street one more angel bones chapel st small motor repairs print off devil sanctuary in,21,,[],0.125,0.45
3421,0.047506999,0.090844849,0.064761219,0.00364943,0.031845943,19g6akmw63wo9,using75905,Keyboard,2021-03-31-02-00-24,2021-03-31-11-00-00,can call loan ends match,5,,[],0,0
3423,0.04046416,0.006209373,0.010279187,0.031112395,0.026172485,19g6akmw63wo9,using75905,Keyboard,2021-03-31-02-00-24,2021-03-31-11-00-00,street midway point,3,,[],0,0
3425,0.017241695,0.00158063,0.015575697,0.070641744,0.023594467,19g6akmw63wo9,using75905,Keyboard,2021-03-31-02-00-24,2021-03-31-11-00-00,full car detail,3,,[],0.35,0.55
3427,0.071439145,0.022519236,0.038718684,0.081493786,0.071202992,19g6akmw63wo9,using75905,Keyboard,2021-03-31-02-00-24,2021-03-31-13-00-00,for the clients to have access to all the help they need starting with medical and financial also their mental health with psychological and professional help for their next steps into their new lives,34,,[],0.017045455,0.119318182
3429,0.025751652,0.001629042,0.003216817,0.049661458,0.013691043,19g6akmw63wo9,using75905,Keyboard,2021-03-31-02-00-24,2021-03-31-13-00-00,some people dont understand the community and that s we want to make it self sufficient with gardens for fresh vegetables and fruits,23,,[],0.3,0.5
3431,0.000278609,0.001524573,0.002545802,0.083736962,0.002203542,19g6akmw63wo9,using75905,Keyboard,2021-03-31-02-00-24,2021-03-31-13-00-00,this is where we are starting so sharing of our go fund me page to reach as many people as we can,22,,[],0.25,0.3
3433,0,0.011975906,0.018996265,0.112558901,0.000424937,19g6akmw63wo9,using75905,Keyboard,2021-03-31-02-00-24,2021-03-31-13-00-00,if you have any ideas or suggestions on how to help us achieve please drop us a message bless,19,,[],0,0
